Tanggal;Produk;Qty Laku;Keterangan
07/03/2024;Risol Bu Poetoe;25;1
07/03/2024;Roti Bakar Bu Yuni;8;1
07/03/2024;Samosa Besar Bu Indah;3;1
07/03/2024;Sand CKT II Sari Roti;10;1
07/03/2024;Sand Kacang II Sari Roti;1;1
07/03/2024;Sand Keju II Sari Roti;1;1
07/03/2024;Sand Mgr Klsk II Sari Roti;1;1
07/03/2024;Sus Kering Coklat Besar Bu Indah;3;1
07/03/2024;Sus Kering Original Besar Bu Indah;2;1
07/03/2024;Tempura Bu Poetoe;12;1
07/03/2024;Zuper Coklat Sari Roti;3;1
07/03/2024;Zuper Sweet Sari Roti;1;1
08/03/2024;Krim Ckt II Sari Roti;1;0
08/03/2024;Krim Coklat Vanilla II Sari Roti;2;0
08/03/2024;Krim Keju II Sari Roti;1;0
08/03/2024;Mochi Bites Mbak Nasya12;5;0
08/03/2024;Risol Bu Poetoe;27;0
08/03/2024;Sand Bluberry II Sari Roti;1;0
08/03/2024;Sand CKT II Sari Roti;7;0
08/03/2024;Sand Kacang II Sari Roti;1;0
08/03/2024;Sand Keju II Sari Roti;1;0
08/03/2024;Sand Mgr Klsk II Sari Roti;1;0
08/03/2024;Sand Srky Mdn II Sari Roti;1;0
08/03/2024;Tempura Bu Poetoe;12;0
09/03/2024;Kacang Koro Besar Bu Indah;8;0
09/03/2024;Kerupuk Opak Pedas Besar Bu Indah;5;0
09/03/2024;Kerupuk Usus Bu Indah;10;0
09/03/2024;Krupuk Blinjo Besar Bu Indah;2;0
09/03/2024;Krupuk Pisang Besar Bu Indah;2;0
09/03/2024;Makaroni Besar Bu Indah;29;0
09/03/2024;Ring Bu Indah;28;0
09/03/2024;Samosa Besar Bu Indah;1;0
09/03/2024;Spiral Bu Indah;22;0
09/03/2024;Sus Kering Original Besar Bu Indah;2;0
19/04/2024;Martabak Bu Mud;5;1
19/04/2024;Pisang Coklat Bu Mud;8;1
19/04/2024;Tahu Mercon Bu Mud;40;1
22/04/2024;Kentang Goreng Ori Bu Poetoe;5;1
22/04/2024;Martabak Bu Mud;5;1
22/04/2024;Milk Bund Mbak Nasya12;4;1
22/04/2024;Mochi Bites Mbak Nasya12;8;1
22/04/2024;Pisang Coklat Bu Mud;8;1
22/04/2024;Risol Bu Poetoe;25;1
22/04/2024;Roti Bakar Bu Yuni;8;1
22/04/2024;Tahu Mercon Bu Mud;44;1
22/04/2024;Tempura Bu Poetoe;14;1
23/04/2024;Basreng Pak Eko;40;1
23/04/2024;Kentang Goreng Ori Bu Poetoe;5;1
23/04/2024;Kerupuk Kaca Pak Eko;40;1
23/04/2024;Kerupuk Palembang Pak Eko;40;1
23/04/2024;Martabak Bu Mud;5;1
23/04/2024;Milk Bund Mbak Nasya12;6;1
23/04/2024;Mochi Bites Mbak Nasya12;4;1
23/04/2024;Pisang Coklat Bu Mud;13;1
23/04/2024;Risol Bu Poetoe;30;1
23/04/2024;Roti Bakar Bu Yuni;10;1
23/04/2024;Tahu Mercon Bu Mud;50;1
23/04/2024;Tempura Bu Poetoe;12;1
24/04/2024;Basreng Pak Eko;60;1
24/04/2024;Kebab Sosis Bu Silvya;10;1
24/04/2024;Kentang Goreng Ori Bu Poetoe;7;1
24/04/2024;Kerupuk Kaca Pak Eko;50;1
24/04/2024;Kerupuk Palembang Pak Eko;50;1
24/04/2024;Martabak Bu Mud;5;1
24/04/2024;Milk Bund Mbak Nasya12;10;1
24/04/2024;Mochi Bites Mbak Nasya12;10;1
24/04/2024;Pentol Bu Silvya;15;1
24/04/2024;Pisang Coklat Bu Mud;15;1
24/04/2024;Risol Bu Poetoe;30;1
24/04/2024;Roti Bakar Bu Yuni;9;1
24/04/2024;Tahu Mercon Bu Mud;50;1
24/04/2024;Tempura Bu Poetoe;12;1
25/04/2024;Basreng Pak Eko;80;1
25/04/2024;Kebab Sosis Bu Silvya;12;1
25/04/2024;Kentang Goreng Ori Bu Poetoe;6;1
25/04/2024;Kerupuk Kaca Pak Eko;80;1
25/04/2024;Kerupuk Palembang Pak Eko;25;1
25/04/2024;Krim Ckt II Sari Roti;2;1
25/04/2024;Krim Coklat Vanilla II Sari Roti;2;1
25/04/2024;Krim Keju II Sari Roti;2;1
25/04/2024;Krim Mocca II Sari Roti;2;1
25/04/2024;Martabak Bu Mud;10;1
25/04/2024;Milk Bund Mbak Nasya12;12;1
25/04/2024;Mochi Bites Mbak Nasya12;6;1
25/04/2024;Pentol Bu Silvya;20;1
25/04/2024;Pisang Coklat Bu Mud;5;1
25/04/2024;Risol Bu Poetoe;30;1
25/04/2024;Risol Rogout Bu Mud;6;1
25/04/2024;Roti Bakar Bu Yuni;10;1
25/04/2024;Sand Bluberry II Sari Roti;1;1
25/04/2024;Sand Choco Bla Sari Roti;5;1
25/04/2024;Sand CKT II Sari Roti;10;1
25/04/2024;Sand Kacang II Sari Roti;1;1
25/04/2024;Sand Keju II Sari Roti;2;1
25/04/2024;Sand Mgr Klsk II Sari Roti;1;1
25/04/2024;Sand Srky Mdn II Sari Roti;1;1
25/04/2024;Sandzup Ckl Sari Roti;1;1
25/04/2024;Sandzup Crm Sari Roti;2;1
25/04/2024;Sandzup Moc Sari Roti;2;1
25/04/2024;Tahu Mercon Bu Mud;55;1
25/04/2024;Tempura Bu Poetoe;11;1
29/04/2024;Basreng Pak Eko;60;1
29/04/2024;Kebab Sosis Bu Silvya;13;1
29/04/2024;Kentang Goreng Ori Bu Poetoe;6;1
29/04/2024;Kerupuk Kaca Pak Eko;100;1
29/04/2024;Kerupuk Seblak Pak Eko;60;1
29/04/2024;Krim Ckt II Sari Roti;2;1
29/04/2024;Krim Keju II Sari Roti;1;1
29/04/2024;Krim Mocca II Sari Roti;2;1
29/04/2024;Milk Bund Mbak Nasya12;15;1
29/04/2024;Mochi Bites Mbak Nasya12;5;1
29/04/2024;Pentol Bu Silvya;15;1
29/04/2024;Pisang Coklat Bu Mud;10;1
29/04/2024;Risol Bu Poetoe;35;1
29/04/2024;Risol Rogout Bu Mud;6;1
29/04/2024;Roti Bakar Bu Yuni;12;1
29/04/2024;Sand Bluberry II Sari Roti;1;1
29/04/2024;Sand Choco Bla Sari Roti;3;1
29/04/2024;Sand CKT II Sari Roti;6;1
29/04/2024;Sand Kacang II Sari Roti;2;1
29/04/2024;Sand Keju II Sari Roti;2;1
29/04/2024;Sand Mgr Klsk II Sari Roti;2;1
29/04/2024;Sand Srky Mdn II Sari Roti;2;1
29/04/2024;Sandzup Ckl Sari Roti;2;1
29/04/2024;Sandzup Crm Sari Roti;1;1
29/04/2024;Sandzup Moc Sari Roti;2;1
29/04/2024;Tahu Mercon Bu Mud;58;1
29/04/2024;Tempura Bu Poetoe;12;1
30/04/2024;Basreng Pak Eko;70;1
30/04/2024;Cikur Pak Eko;10;1
30/04/2024;Kebab Sosis Bu Silvya;13;1
30/04/2024;Kentang Goreng Ori Bu Poetoe;6;1
30/04/2024;Milk Bund Mbak Nasya12;13;1
30/04/2024;Mochi Bites Mbak Nasya12;5;1
30/04/2024;Pentol Bu Silvya;15;1
30/04/2024;Risol Bu Poetoe;35;1
30/04/2024;Roti Bakar Bu Yuni;5;1
30/04/2024;Tempura Bu Poetoe;12;1
02/05/2024;Basreng Pak Eko;50;1
02/05/2024;Kebab Sosis Bu Silvya;13;1
02/05/2024;Kentang Goreng Ori Bu Poetoe;7;1
02/05/2024;Kerupuk Kaca Pak Eko;80;1
02/05/2024;Krim Ckt II Sari Roti;2;1
02/05/2024;Krim Coklat Vanilla II Sari Roti;2;1
02/05/2024;Krim Keju II Sari Roti;2;1
02/05/2024;Krim Mocca II Sari Roti;2;1
02/05/2024;Martabak Bu Mud;10;1
02/05/2024;Milk Bund Mbak Nasya12;23;1
02/05/2024;Mochi Bites Mbak Nasya12;2;1
02/05/2024;Pentol Bu Silvya;17;1
02/05/2024;Pisang Coklat Bu Mud;5;1
02/05/2024;Risol Bu Poetoe;34;1
02/05/2024;Risol Rogout Bu Mud;5;1
02/05/2024;Roti Bakar Bu Yuni;11;1
02/05/2024;Sand Bluberry II Sari Roti;1;1
02/05/2024;Sand Choco Bla Sari Roti;4;1
02/05/2024;Sand CKT II Sari Roti;12;1
02/05/2024;Sand Kacang II Sari Roti;1;1
02/05/2024;Sand Keju II Sari Roti;1;1
02/05/2024;Sand Mgr Klsk II Sari Roti;1;1
02/05/2024;Sand Srky Mdn II Sari Roti;1;1
02/05/2024;Sandzup Ckl Sari Roti;3;1
02/05/2024;Sandzup Crm Sari Roti;1;1
02/05/2024;Sandzup Moc Sari Roti;2;1
02/05/2024;Tahu Mercon Bu Mud;51;1
02/05/2024;Tempura Bu Poetoe;13;1
03/05/2024;Basreng Pak Eko;60;1
03/05/2024;Kebab Sosis Bu Silvya;13;1
03/05/2024;Kentang Goreng Ori Bu Poetoe;6;1
03/05/2024;Kerupuk Kaca Pak Eko;70;1
03/05/2024;Martabak Bu Mud;6;1
03/05/2024;Milk Bund Mbak Nasya12;17;1
03/05/2024;Pentol Bu Silvya;15;1
03/05/2024;Pisang Coklat Bu Mud;4;1
03/05/2024;Risol Bu Poetoe;26;1
03/05/2024;Risol Rogout Bu Mud;4;1
03/05/2024;Roti Bakar Bu Yuni;4;1
03/05/2024;Tahu Mercon Bu Mud;30;1
03/05/2024;Tempura Bu Poetoe;12;1
06/05/2024;Basreng Pak Eko;10;1
06/05/2024;Kebab Sosis Bu Silvya;14;1
06/05/2024;Kentang Goreng Ori Bu Poetoe;7;1
06/05/2024;Kerupuk Kaca Pak Eko;90;1
06/05/2024;Krim Ckt II Sari Roti;2;1
06/05/2024;Krim Coklat Vanilla II Sari Roti;1;1
06/05/2024;Krim Keju II Sari Roti;2;1
06/05/2024;Krim Mocca II Sari Roti;2;1
06/05/2024;Martabak Bu Mud;10;1
06/05/2024;Milk Bund Mbak Nasya12;17;1
06/05/2024;Pentol Bu Silvya;15;1
06/05/2024;Pisang Coklat Bu Mud;5;1
06/05/2024;Puding Mas Rian;21;1
06/05/2024;Risol Bu Poetoe;30;1
06/05/2024;Risol Rogout Bu Mud;5;1
06/05/2024;Roti Bakar Bu Yuni;9;1
06/05/2024;Sand Bluberry II Sari Roti;2;1
06/05/2024;Sand Choco Bla Sari Roti;3;1
06/05/2024;Sand CKT II Sari Roti;15;1
06/05/2024;Sand Kacang II Sari Roti;1;1
06/05/2024;Sand Keju II Sari Roti;1;1
06/05/2024;Sand Mgr Klsk II Sari Roti;1;1
06/05/2024;Sand Srky Mdn II Sari Roti;1;1
06/05/2024;Sandzup Crm Sari Roti;2;1
06/05/2024;Tahu Mercon Bu Mud;40;1
06/05/2024;Tempura Bu Poetoe;13;1
07/05/2024;Kebab Sosis Bu Silvya;16;1
07/05/2024;Kentang Goreng Ori Bu Poetoe;8;1
07/05/2024;Kerupuk Kaca Pak Eko;100;1
07/05/2024;Kerupuk Seblak Pak Eko;60;1
07/05/2024;Makaroni Besar Bu Indah;25;1
07/05/2024;Martabak Bu Mud;10;1
07/05/2024;Milk Bund Mbak Nasya12;13;1
07/05/2024;Pentol Bu Silvya;16;1
07/05/2024;Pisang Coklat Bu Mud;5;1
07/05/2024;Puding Mas Rian;19;1
07/05/2024;Ring Bu Indah;25;1
07/05/2024;Risol Bu Poetoe;33;1
07/05/2024;Roti Bakar Bu Yuni;8;1
07/05/2024;Sakura Bu Indah;25;1
07/05/2024;Spicy Roll Mbak Keyla;14;1
07/05/2024;Spiral Bu Indah;25;1
07/05/2024;Tahu Mercon Bu Mud;41;1
07/05/2024;Tempura Bu Poetoe;12;1
08/05/2024;Kebab Sosis Bu Silvya;16;1
08/05/2024;Kentang Goreng Ori Bu Poetoe;8;1
08/05/2024;Kerupuk Kaca Pak Eko;40;1
08/05/2024;Kerupuk Seblak Pak Eko;40;1
08/05/2024;Milk Bund Mbak Nasya12;13;1
08/05/2024;Pentol Bu Silvya;19;1
08/05/2024;Pisang Coklat Bu Mud;5;1
08/05/2024;Puding Mas Rian;21;1
08/05/2024;Risol Bu Poetoe;29;1
08/05/2024;Risol Rogout Bu Mud;4;1
08/05/2024;Spicy Roll Mbak Keyla;24;1
08/05/2024;Tahu Mercon Bu Mud;43;1
08/05/2024;Tempura Bu Poetoe;12;1
13/05/2024;Basreng Pak Eko;40;1
13/05/2024;Kebab Sosis Bu Silvya;13;1
13/05/2024;Kentang Goreng Ori Bu Poetoe;10;1
13/05/2024;Kerupuk Kaca Pak Eko;50;1
13/05/2024;Krim Ckt II Sari Roti;2;1
13/05/2024;Krim Coklat Vanilla II Sari Roti;2;1
13/05/2024;Krim Keju II Sari Roti;2;1
13/05/2024;Krim Mocca II Sari Roti;2;1
13/05/2024;Milk Bund Mbak Nasya12;6;1
13/05/2024;Pentol Bu Silvya;15;1
13/05/2024;Pisang Coklat Bu Mud;5;1
13/05/2024;Risol Bu Poetoe;32;1
13/05/2024;Risol Rogout Bu Mud;4;1
13/05/2024;Roti Bakar Bu Yuni;5;1
13/05/2024;Sand Bluberry II Sari Roti;2;1
13/05/2024;Sand Choco Bla Sari Roti;5;1
13/05/2024;Sand CKT II Sari Roti;10;1
13/05/2024;Sand Kacang II Sari Roti;1;1
13/05/2024;Sand Keju II Sari Roti;2;1
13/05/2024;Sand Mgr Klsk II Sari Roti;1;1
13/05/2024;Sand Srky Mdn II Sari Roti;2;1
13/05/2024;Sandzup Ckl Sari Roti;3;1
13/05/2024;Sandzup Moc Sari Roti;3;1
13/05/2024;Spicy Roll Mbak Keyla;22;1
13/05/2024;Tahu Mercon Bu Mud;42;1
13/05/2024;Tempura Bu Poetoe;11;1
14/05/2024;Basreng Pak Eko;50;1
14/05/2024;Cikur Pak Eko;40;1
14/05/2024;Kebab Sosis Bu Silvya;11;1
14/05/2024;Kentang Goreng Ori Bu Poetoe;6;1
14/05/2024;Kerupuk Iteng Pak Eko;50;1
14/05/2024;Kerupuk Kaca Pak Eko;60;1
14/05/2024;Kerupuk Seblak Pak Eko;40;1
14/05/2024;Martabak Bu Mud;5;1
14/05/2024;Milk Bund Mbak Nasya12;4;1
14/05/2024;Pentol Bu Silvya;15;1
14/05/2024;Pisang Coklat Bu Mud;5;1
14/05/2024;Puding Mas Rian;21;1
14/05/2024;Risol Bu Poetoe;34;1
14/05/2024;Risol Rogout Bu Mud;2;1
14/05/2024;Roti Bakar Bu Yuni;8;1
14/05/2024;Spicy Roll Mbak Keyla;21;1
14/05/2024;Tahu Mercon Bu Mud;39;1
14/05/2024;Tempura Bu Poetoe;12;1
15/05/2024;Basreng Pak Eko;40;1
15/05/2024;Kebab Sosis Bu Silvya;5;1
15/05/2024;Kentang Goreng Ori Bu Poetoe;5;1
15/05/2024;Kerupuk Iteng Pak Eko;40;1
15/05/2024;Kerupuk Kaca Pak Eko;50;1
15/05/2024;Martabak Bu Mud;5;1
15/05/2024;Milk Bund Mbak Nasya12;6;1
15/05/2024;Pentol Bu Silvya;23;1
15/05/2024;Pisang Coklat Bu Mud;9;1
15/05/2024;Puding Mas Rian;25;1
15/05/2024;Risol Bu Poetoe;35;1
15/05/2024;Roti Bakar Bu Yuni;7;1
15/05/2024;Tahu Mercon Bu Mud;40;1
15/05/2024;Tempura Bu Poetoe;13;1
16/05/2024;Kentang Goreng Ori Bu Poetoe;9;1
16/05/2024;Krim Ckt II Sari Roti;2;1
16/05/2024;Krim Coklat Vanilla II Sari Roti;2;1
16/05/2024;Krim Keju II Sari Roti;3;1
16/05/2024;Krim Mocca II Sari Roti;2;1
16/05/2024;Martabak Bu Mud;5;1
16/05/2024;Milk Bund Mbak Nasya12;7;1
16/05/2024;Pentol Bu Silvya;15;1
16/05/2024;Pisang Coklat Bu Mud;5;1
16/05/2024;Puding Mas Rian;25;1
16/05/2024;Risol Bu Poetoe;35;1
16/05/2024;Risol Rogout Bu Mud;5;1
16/05/2024;Roti Bakar Bu Yuni;8;1
16/05/2024;Sand Bluberry II Sari Roti;1;1
16/05/2024;Sand Choco Bla Sari Roti;2;1
16/05/2024;Sand CKT II Sari Roti;10;1
16/05/2024;Sand Kacang II Sari Roti;1;1
16/05/2024;Sand Mgr Klsk II Sari Roti;1;1
16/05/2024;Sand Srky Mdn II Sari Roti;1;1
16/05/2024;Sandzup Ckl Sari Roti;2;1
16/05/2024;Sandzup Crm Sari Roti;1;1
16/05/2024;Sandzup Moc Sari Roti;1;1
16/05/2024;Spicy Roll Mbak Keyla;20;1
16/05/2024;Tahu Mercon Bu Mud;37;1
16/05/2024;Tawar Special II Sari Roti;1;1
16/05/2024;Tempura Bu Poetoe;12;1
17/05/2024;Kentang Goreng Ori Bu Poetoe;6;1
17/05/2024;Martabak Bu Mud;9;1
17/05/2024;Milk Bund Mbak Nasya12;5;1
17/05/2024;Pentol Bu Silvya;13;1
17/05/2024;Puding Mas Rian;26;1
17/05/2024;Risol Bu Poetoe;30;1
17/05/2024;Risol Rogout Bu Mud;1;1
17/05/2024;Roti Bakar Bu Yuni;6;1
17/05/2024;Spicy Roll Mbak Keyla;18;1
17/05/2024;Tahu Mercon Bu Mud;30;1
17/05/2024;Tempura Bu Poetoe;9;1
20/05/2024;Basreng Pak Eko;50;1
20/05/2024;Kentang Goreng Ori Bu Poetoe;8;1
20/05/2024;Kerupuk Kaca Pak Eko;50;1
20/05/2024;Kerupuk Usus Bu Indah;30;1
20/05/2024;Krim Ckt II Sari Roti;2;1
20/05/2024;Krim Coklat Vanilla II Sari Roti;2;1
20/05/2024;Krim Keju II Sari Roti;3;1
20/05/2024;Krim Mocca II Sari Roti;2;1
20/05/2024;Makaroni Besar Bu Indah;30;1
20/05/2024;Manisan Mangga Pak Edi;17;1
20/05/2024;Martabak Bu Mud;14;1
20/05/2024;Pentol Bu Silvya;20;1
20/05/2024;Pisang Coklat Bu Mud;10;1
20/05/2024;Puding Mas Rian;29;1
20/05/2024;Ring Bu Indah;30;1
20/05/2024;Risol Bu Poetoe;35;1
20/05/2024;Roti Bakar Bu Yuni;8;1
20/05/2024;Sand Bluberry II Sari Roti;1;1
20/05/2024;Sand CKT II Sari Roti;6;1
20/05/2024;Sand Kacang II Sari Roti;1;1
20/05/2024;Sand Mgr Klsk II Sari Roti;1;1
20/05/2024;Sand Srky Mdn II Sari Roti;1;1
20/05/2024;Sandzup Ckl Sari Roti;3;1
20/05/2024;Sandzup Crm Sari Roti;2;1
20/05/2024;Sandzup Moc Sari Roti;2;1
20/05/2024;Spiral Bu Indah;30;1
20/05/2024;Tahu Mercon Bu Mud;40;1
20/05/2024;Tempura Bu Poetoe;12;1
21/05/2024;Kentang Goreng Ori Bu Poetoe;8;1
21/05/2024;Kerupuk Iteng Pak Eko;60;1
21/05/2024;Kerupuk Kaca Pak Eko;50;1
21/05/2024;Kerupuk Usus Bu Indah;14;1
21/05/2024;Makaroni Besar Bu Indah;22;1
21/05/2024;Manisan Mangga Pak Edi;18;1
21/05/2024;Martabak Bu Mud;15;1
21/05/2024;Milk Bund Mbak Nasya12;5;1
21/05/2024;Pang-pang Bu Indah;5;1
21/05/2024;Pentol Bu Silvya;15;1
21/05/2024;Pisang Coklat Bu Mud;5;1
21/05/2024;Puding Mas Rian;31;1
21/05/2024;Ring Bu Indah;5;1
21/05/2024;Risol Bu Poetoe;35;1
21/05/2024;Risol Rogout Bu Mud;5;1
21/05/2024;Roti Bakar Bu Yuni;8;1
21/05/2024;Spiral Bu Indah;12;1
21/05/2024;Tahu Mercon Bu Mud;38;1
21/05/2024;Tempura Bu Poetoe;12;1
21/05/2024;Twist Bu Indah;6;1
27/05/2024;Basreng Pak Eko;30;1
27/05/2024;Kentang Goreng Ori Bu Poetoe;6;1
27/05/2024;Kerupuk Iteng Pak Eko;30;1
27/05/2024;Kerupuk Kaca Pak Eko;30;1
27/05/2024;Krim Ckt II Sari Roti;2;1
27/05/2024;Krim Coklat Vanilla II Sari Roti;2;1
27/05/2024;Krim Keju II Sari Roti;2;1
27/05/2024;Krim Mocca II Sari Roti;2;1
27/05/2024;Manisan Mangga Pak Edi;19;1
27/05/2024;Martabak Bu Mud;10;1
27/05/2024;Milk Bund Mbak Nasya12;4;1
27/05/2024;Pentol Bu Silvya;20;1
27/05/2024;Pisang Coklat Bu Mud;10;1
27/05/2024;Puding Mas Rian;32;1
27/05/2024;Risol Bu Poetoe;35;1
27/05/2024;Risol Rogout Bu Mud;3;1
27/05/2024;Roti Bakar Bu Yuni;3;1
27/05/2024;Sand Bluberry II Sari Roti;1;1
27/05/2024;Sand CKT II Sari Roti;10;1
27/05/2024;Sand Kacang II Sari Roti;1;1
27/05/2024;Sand Mgr Klsk II Sari Roti;1;1
27/05/2024;Sand Srky Mdn II Sari Roti;1;1
27/05/2024;Sandzup Ckl Sari Roti;1;1
27/05/2024;Sandzup Crm Sari Roti;1;1
27/05/2024;Sandzup Moc Sari Roti;1;1
27/05/2024;Spicy Roll Mbak Keyla;20;1
27/05/2024;Tahu Mercon Bu Mud;40;1
27/05/2024;Tawar Special II Sari Roti;2;1
27/05/2024;Tempura Bu Poetoe;11;1
28/05/2024;Basreng Pak Eko;30;0
28/05/2024;Kentang Goreng Ori Bu Poetoe;5;0
28/05/2024;Kerupuk Iteng Pak Eko;40;0
28/05/2024;Kerupuk Kaca Pak Eko;40;0
28/05/2024;Martabak Bu Mud;7;0
28/05/2024;Pentol Bu Silvya;17;0
28/05/2024;Pisang Coklat Bu Mud;5;0
28/05/2024;Puding Mas Rian;32;0
28/05/2024;Risol Bu Poetoe;20;0
28/05/2024;Risol Rogout Bu Mud;4;0
28/05/2024;Roti Bakar Bu Yuni;5;0
28/05/2024;Spicy Roll Mbak Keyla;15;0
28/05/2024;Tahu Mercon Bu Mud;15;0
28/05/2024;Tempura Bu Poetoe;8;0
29/05/2024;Basreng Pak Eko;50;0
29/05/2024;Kentang Goreng Ori Bu Poetoe;4;0
29/05/2024;Kerupuk Kaca Pak Eko;80;0
29/05/2024;Manisan Mangga Pak Edi;3;0
29/05/2024;Martabak Bu Mud;7;0
29/05/2024;Pentol Bu Silvya;7;0
29/05/2024;Pisang Coklat Bu Mud;4;0
29/05/2024;Puding Mas Rian;17;0
29/05/2024;Risol Bu Poetoe;11;0
29/05/2024;Spicy Roll Mbak Keyla;10;0
29/05/2024;Tahu Mercon Bu Mud;16;0
29/05/2024;Tempura Bu Poetoe;1;0
30/05/2024;Kentang Goreng Ori Bu Poetoe;2;0
30/05/2024;Martabak Bu Mud;2;0
30/05/2024;Pentol Bu Silvya;8;0
30/05/2024;Pisang Coklat Bu Mud;1;0
30/05/2024;Pisang Keju Mas Rian;3;0
30/05/2024;Puding Mas Rian;12;0
30/05/2024;Risol Bu Poetoe;13;0
30/05/2024;Tahu Mercon Bu Mud;8;0
30/05/2024;Tempura Bu Poetoe;2;0
03/06/2024;Kentang Goreng Ori Bu Poetoe;1;0
03/06/2024;Krim Ckt II Sari Roti;1;0
03/06/2024;Krim Coklat Vanilla II Sari Roti;1;0
03/06/2024;Krim Keju II Sari Roti;1;0
03/06/2024;Krim Mocca II Sari Roti;1;0
03/06/2024;Martabak Bu Mud;1;0
03/06/2024;Pentol Bu Silvya;6;0
03/06/2024;Puding Mas Rian;18;0
03/06/2024;Risol Bu Poetoe;7;0
03/06/2024;Sand Bluberry II Sari Roti;1;0
03/06/2024;Sand CKT II Sari Roti;10;0
03/06/2024;Sand Kacang II Sari Roti;1;0
03/06/2024;Sand Keju II Sari Roti;1;0
03/06/2024;Sand Mgr Klsk II Sari Roti;1;0
03/06/2024;Sand Srky Mdn II Sari Roti;1;0
03/06/2024;Sandzup Ckl Sari Roti;2;0
03/06/2024;Sandzup Crm Sari Roti;1;0
03/06/2024;Tahu Mercon Bu Mud;7;0
03/06/2024;Tempura Bu Poetoe;3;0
04/06/2024;Manisan Mangga Pak Edi;4;0
04/06/2024;Pentol Bu Silvya;7;0
04/06/2024;Puding Mas Rian;18;0
04/06/2024;Roti Bakar Bu Yuni;8;0
05/06/2024;Manisan Mangga Pak Edi;4;0
05/06/2024;Puding Mas Rian;20;0
05/06/2024;Roti Bakar Bu Yuni;4;0
06/06/2024;Dryk Choco Kcng Sari Roti;1;0
06/06/2024;Krim Ckt II Sari Roti;1;0
06/06/2024;Krim Coklat Vanilla II Sari Roti;1;0
06/06/2024;Krim Keju II Sari Roti;1;0
06/06/2024;Krim Mocca II Sari Roti;1;0
06/06/2024;Martabak Bu Mud;1;0
06/06/2024;Pentol Bu Silvya;12;0
06/06/2024;Pisang Coklat Bu Mud;5;0
06/06/2024;Puding Mas Rian;16;0
06/06/2024;Roti Bakar Bu Yuni;2;0
06/06/2024;Sand Bluberry II Sari Roti;1;0
06/06/2024;Sand CKT II Sari Roti;10;0
06/06/2024;Sand Keju II Sari Roti;1;0
06/06/2024;Sandzup Ckl Sari Roti;1;0
06/06/2024;Sandzup Crm Sari Roti;1;0
06/06/2024;Tahu Mercon Bu Mud;9;0
06/06/2024;Tawar Special II Sari Roti;2;0
07/06/2024;Martabak Bu Mud;1;0
07/06/2024;Pentol Bu Silvya;8;0
07/06/2024;Pisang Coklat Bu Mud;5;0
07/06/2024;Puding Mas Rian;10;0
07/06/2024;Risol Rogout Bu Mud;1;0
07/06/2024;Tahu Mercon Bu Mud;12;0
10/06/2024;Basreng Pak Eko;65;1
10/06/2024;Dryk Choco Kcng Sari Roti;1;1
10/06/2024;Kentang Goreng Ori Bu Poetoe;8;1
10/06/2024;Kerupuk Iteng Pak Eko;30;1
10/06/2024;Kerupuk Kaca Pak Eko;65;1
10/06/2024;Krim Coklat Vanilla II Sari Roti;1;1
10/06/2024;Krim Mocca II Sari Roti;1;1
10/06/2024;Pisang Coklat Bu Mud;5;1
10/06/2024;Puding Mas Rian;14;1
10/06/2024;Risol Bu Poetoe;30;1
10/06/2024;Risol Rogout Bu Mud;5;1
10/06/2024;Sand Bluberry II Sari Roti;1;1
10/06/2024;Sand CKT II Sari Roti;1;1
10/06/2024;Sand Kacang II Sari Roti;1;1
10/06/2024;Sand Keju II Sari Roti;1;1
10/06/2024;Sand Srky Mdn II Sari Roti;2;1
10/06/2024;Sandzup Ckl Sari Roti;1;1
10/06/2024;Sandzup Moc Sari Roti;1;1
10/06/2024;Tahu Mercon Bu Mud;25;1
10/06/2024;Tawar Special II Sari Roti;1;1
10/06/2024;Tempura Bu Poetoe;9;1
11/06/2024;Basreng Pak Eko;60;1
11/06/2024;Kentang Goreng Ori Bu Poetoe;6;1
11/06/2024;Kerupuk Kaca Pak Eko;60;1
11/06/2024;Kerupuk Usus Bu Indah;16;1
11/06/2024;Makaroni Besar Bu Indah;38;1
11/06/2024;Martabak Bu Mud;5;1
11/06/2024;Pisang Coklat Bu Mud;5;1
11/06/2024;Ring Bu Indah;25;1
11/06/2024;Risol Bu Poetoe;35;1
11/06/2024;Risol Rogout Bu Mud;5;1
11/06/2024;Roti Bakar Bu Yuni;2;1
11/06/2024;Spiral Bu Indah;18;1
11/06/2024;Tahu Mercon Bu Mud;28;1
11/06/2024;Tempura Bu Poetoe;12;1
12/06/2024;Kentang Goreng Ori Bu Poetoe;8;1
12/06/2024;Martabak Bu Mud;4;1
12/06/2024;Pisang Coklat Bu Mud;5;1
12/06/2024;Puding Mas Rian;25;1
12/06/2024;Risol Bu Poetoe;25;1
12/06/2024;Roti Bakar Bu Yuni;1;1
12/06/2024;Tahu Mercon Bu Mud;30;1
12/06/2024;Tempura Bu Poetoe;13;1
13/06/2024;Basreng Pak Eko;50;0
13/06/2024;Kentang Goreng Ori Bu Poetoe;8;0
13/06/2024;Kerupuk Kaca Pak Eko;80;0
13/06/2024;Martabak Bu Mud;5;0
13/06/2024;Pisang Coklat Bu Mud;5;0
13/06/2024;Puding Mas Rian;25;0
13/06/2024;Risol Bu Poetoe;30;0
13/06/2024;Risol Rogout Bu Mud;5;0
